seed,decision_epoch,action_id,action_kind,added_edges,removed_edges,lookahead_steps,final_position_rmse,position_rmse_reduction_vs_keep,transmitted_messages,replay_count,resynchronization_count,topology_switch_count
0,27,30,swap,sat_p02_s04|sat_p04_s01,sat_p04_s02|sat_p05_s01,2,0.7388124555582165,0.003925697349555057,37.0,36.0,2.0,1.0
0,27,31,add,sat_p02_s04|sat_p04_s02,,2,0.7407376788435424,0.0020004740642292074,39.0,39.0,2.0,1.0
0,27,32,swap,sat_p02_s04|sat_p04_s02,sat_p02_s04|sat_p03_s03,2,0.7407635034293896,0.0019746494783819957,37.0,37.0,2.0,1.0
0,27,33,swap,sat_p02_s04|sat_p04_s02,sat_p03_s03|sat_p04_s02,2,0.7401605006456201,0.002577652262151453,37.0,37.0,2.0,1.0
0,27,34,add,sat_p03_s01|sat_p05_s03,,2,0.7453540306194347,-0.0026158777116631615,39.0,39.0,2.0,1.0
0,27,35,swap,sat_p03_s01|sat_p05_s03,sat_p03_s01|sat_p04_s04,2,0.7472285911983324,-0.004490438290560839,37.0,37.0,2.0,1.0
0,27,36,swap,sat_p03_s01|sat_p05_s03,sat_p04_s04|sat_p05_s03,2,0.745859132088922,-0.003120979181150396,37.0,38.0,2.0,1.0
0,27,37,add,sat_p03_s03|sat_p05_s01,,2,0.7424447677848381,0.00029338512293342056,39.0,39.0,2.0,1.0
0,27,38,swap,sat_p03_s03|sat_p05_s01,sat_p03_s03|sat_p04_s02,2,0.7419006568520389,0.0008374960557326894,37.0,37.0,2.0,1.0
0,27,39,swap,sat_p03_s03|sat_p05_s01,sat_p04_s02|sat_p05_s01,2,0.7417793373181656,0.0009588155896059769,37.0,37.0,2.0,1.0
